sample_id,Interval,mean,SD,SE,size,CV
10A_1x-DB2 | 16-Oct-18 ,Int1,27.195727509793063,3.3378455620705783,0.28942791636032383,133,12.273418906953802
10A_1x-DB2 | 16-Oct-18 ,Int2,59.31922091098357,5.07326886103873,0.5439115138521885,87,8.552487344113722
10A_1x-DB2 | 16-Oct-18 ,Int5,14.023116823173245,1.6853357290745459,0.30769879859451466,30,12.018267766902742
10A_1y-DB2 | 16-Oct-18 ,Int1,25.92093633996365,4.029058009099927,0.3603699037454961,125,15.543643779905125
10A_1y-DB2 | 16-Oct-18 ,Int2,56.68095667591777,7.088228594266168,0.7688263370387247,85,12.505485104625565
10A_1y-DB2 | 16-Oct-18 ,Int5,14.811501080187696,2.394015132161719,0.4370853636312283,30,16.1632174835002
10A_2x-DB2 | 08-Nov-18 ,Int1,30.189475827179287,4.567938297536431,0.3960904837964875,133,15.13089635502701
10A_2x-DB2 | 08-Nov-18 ,Int2,60.60720229593709,6.116244502051685,0.6754262142084574,82,10.09161332375459
10A_2x-DB2 | 08-Nov-18 ,Int5,17.03334297090131,2.0756856585171573,0.37896661915327073,30,12.18601458365001
10A_2y-DB2 | 08-Nov-18 ,Int1,29.631744247787744,4.3841040803333415,0.39056703372773866,126,14.795295355117851
10A_2y-DB2 | 08-Nov-18 ,Int2,58.500473147207074,8.9296593946398,0.980157455412624,83,15.264251576512455
10A_2y-DB2 | 08-Nov-18 ,Int5,17.78677165776766,2.4019823573622494,0.45393199793894196,28,13.5043188476155
10A_3x-DB2 | 20-Nov-18 ,Int1,28.60657269587236,4.349489000891438,0.3785744249401359,132,15.2045092822987
10A_3x-DB2 | 20-Nov-18 ,Int2,56.27607710938202,5.811260966556981,0.6303197509894461,85,10.32634338612803
10A_3x-DB2 | 20-Nov-18 ,Int5,16.134893655222832,2.0540089981341625,0.37500902053222246,30,12.730229538694754
10A_3y-DB2 | 20-Nov-18 ,Int1,30.279068426637593,5.637200349093316,0.48880726229036636,133,18.617482776101745
10A_3y-DB2 | 20-Nov-18 ,Int2,56.49926068215561,5.9400915459799455,0.6600101717755495,81,10.513573937536547
10A_3y-DB2 | 20-Nov-18 ,Int5,17.800848366401013,2.2932216250521256,0.41868307113323444,30,12.882653555886508
10A_4x-DB2 | 14-Dec-18 ,Int1,65.52243364255371,4.339416733502761,0.3762751511540035,133,6.622795418704527
10A_4x-DB2 | 14-Dec-18 ,Int2,117.31414024421254,11.523315652011005,1.2354291153413555,87,9.822614416320956
10A_4x-DB2 | 14-Dec-18 ,Int5,20.356090893644797,2.155223779900689,0.39348822690771884,30,10.587611301016311
10A_4y-DB2 | 14-Dec-18 ,Int1,65.68176849669335,4.041824377571658,0.38022285383232024,113,6.153647305911285
10A_4y-DB2 | 14-Dec-18 ,Int2,113.46990284075453,15.86854136867354,1.7012862110946998,87,13.984802111749142
10A_4y-DB2 | 14-Dec-18 ,Int5,19.676388537725693,4.324303132693835,0.7895061237555563,30,21.977118028559026
11B_1x-DB2 | 20-Dec-18 ,Int1,30.675314682437072,3.7900026015668464,0.3445456910515315,121,12.355219957162443
11B_1x-DB2 | 20-Dec-18 ,Int2,54.920224953152385,5.965157335988,0.6587414278897209,82,10.861494724532449
11B_1x-DB2 | 20-Dec-18 ,Int5,17.4058802153579,2.059758480817797,0.38925776436429255,28,11.833693299810202
11B_1y-DB2 | 20-Dec-18 ,Int1,29.890079317430285,3.8690755374354633,0.350289640276578,122,12.944346839451933
11B_1y-DB2 | 20-Dec-18 ,Int2,54.9743873370814,4.7126724544683976,0.5052515211020365,87,8.572487448695219
11B_1y-DB2 | 20-Dec-18 ,Int5,19.18266337818486,2.0533610131626463,0.38129956773881146,29,10.70425400623875
11B_3x-DB2 | 23-01-2019,Int1,21.338818215010335,2.1100364576711717,0.23590924771777985,80,9.888253587478015
11B_3x-DB2 | 23-01-2019,Int2,40.262834814160286,3.1131563933943247,0.4590098684581837,46,7.732084458939885
11B_3x-DB2 | 23-01-2019,Int5,9.487108572305985,1.0077047490333204,0.23751828715844964,18,10.621832156268688
11B_3y-DB2 | 23-01-2019,Int1,20.53445639928683,1.7572438682773373,0.16987917676154535,107,8.557537799434355
11B_3y-DB2 | 23-01-2019,Int2,41.20417452302884,3.338890743903739,0.4079104269491304,67,8.103282695392059
11B_3y-DB2 | 23-01-2019,Int5,9.967779192622285,1.0201231142029568,0.20006260252261224,26,10.234206581923559
11B_4x-DB2 | 18-Feb-19 ,Int1,26.909679878861283,2.6579331953638423,0.24572601083697893,117,9.877238255263542
11B_4x-DB2 | 18-Feb-19 ,Int2,53.15400686179556,5.610504423525134,0.6854322079806581,67,10.555186249858584
11B_4x-DB2 | 18-Feb-19 ,Int5,13.828836230601965,1.675387525210673,0.31111165307160993,29,12.115173665179372
11B_4y-DB2 | 18-Feb-19 ,Int1,26.91687288842118,2.2602637778531354,0.20896146018265196,117,8.397200474299643
11B_4y-DB2 | 18-Feb-19 ,Int2,55.47999548394426,5.643068997758195,0.651605480982265,75,10.171358069759183
11B_4y-DB2 | 18-Feb-19 ,Int5,14.23471054031373,1.5610675038772066,0.2950140282173891,28,10.966626258090395
1A_1x-DB2 | 09-10-2017,Int1,21.65603965664847,2.211916697431104,0.22343732802475522,98,10.213855961203132
1A_1x-DB2 | 09-10-2017,Int2,35.84028344807878,3.909117167588734,0.4316897744222055,82,10.90704869355123
